position;post_id;post_by;post_text;post_published;comment_id;comment_by;is_reply;comment_message;comment_published;comment_like_count
51_135;171645503710_10154169641188711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Buongiorno dal Parco archeologico sommerso di Baia_ #Napoli. Lo straordinario valore di tali siti è dato sia dal notevole stato di conservazione dei reperti archeologici_ oltre che dal loro valore storico archeologico oggettivo. Mosaici_ tracce di affreschi_ sculture_ tracciati stradali e colonne_ sono sommersi a circa 5 metri sotto il livello del mare tra anemoni stelle marine e branchi di castagnole. Inoltre la presenza di ecosistemi sommersi di pregio come il fondale a precoralligeno e comunità di fanerogame marine (essenzialmente Posidonia oceanica e Cymodocea nodosa) fanno di tali luoghi ambienti di valore naturalistico rilevante_ riconosciuti come tali sia dalla legislazione nazionale italiana_ sia da quella Comunitaria Visitiamolo http://www.parcoarcheologicosommersodibaia.it/parco_text.php?id_lingua=it&id=STOR #Italiaviaggianellabellezza #MiBACTsocial #EarthDay;2016-04-22T08:08:56+0000;10154169641188711_10154169680848711;89784bc888dd937ecbf86cb3be83b7ad76595e90;0;Riccardo Marchetti;2016-04-22T08:41:52+0000;1
51_136;171645503710_10154169641188711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Buongiorno dal Parco archeologico sommerso di Baia_ #Napoli. Lo straordinario valore di tali siti è dato sia dal notevole stato di conservazione dei reperti archeologici_ oltre che dal loro valore storico archeologico oggettivo. Mosaici_ tracce di affreschi_ sculture_ tracciati stradali e colonne_ sono sommersi a circa 5 metri sotto il livello del mare tra anemoni stelle marine e branchi di castagnole. Inoltre la presenza di ecosistemi sommersi di pregio come il fondale a precoralligeno e comunità di fanerogame marine (essenzialmente Posidonia oceanica e Cymodocea nodosa) fanno di tali luoghi ambienti di valore naturalistico rilevante_ riconosciuti come tali sia dalla legislazione nazionale italiana_ sia da quella Comunitaria Visitiamolo http://www.parcoarcheologicosommersodibaia.it/parco_text.php?id_lingua=it&id=STOR #Italiaviaggianellabellezza #MiBACTsocial #EarthDay;2016-04-22T08:08:56+0000;10154169641188711_10154169732713711;14e8ad9b1936eb031ac6f92003764635f8f03d35;0;Diana Olexová;2016-04-22T09:25:29+0000;0
51_137;171645503710_10154169641188711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Buongiorno dal Parco archeologico sommerso di Baia_ #Napoli. Lo straordinario valore di tali siti è dato sia dal notevole stato di conservazione dei reperti archeologici_ oltre che dal loro valore storico archeologico oggettivo. Mosaici_ tracce di affreschi_ sculture_ tracciati stradali e colonne_ sono sommersi a circa 5 metri sotto il livello del mare tra anemoni stelle marine e branchi di castagnole. Inoltre la presenza di ecosistemi sommersi di pregio come il fondale a precoralligeno e comunità di fanerogame marine (essenzialmente Posidonia oceanica e Cymodocea nodosa) fanno di tali luoghi ambienti di valore naturalistico rilevante_ riconosciuti come tali sia dalla legislazione nazionale italiana_ sia da quella Comunitaria Visitiamolo http://www.parcoarcheologicosommersodibaia.it/parco_text.php?id_lingua=it&id=STOR #Italiaviaggianellabellezza #MiBACTsocial #EarthDay;2016-04-22T08:08:56+0000;10154169641188711_10154169886248711;002906890a376c7e6fb69aa0bf1a2df1ba4d26b3;0;Mimmo Cas;2016-04-22T11:12:11+0000;1
51_138;171645503710_10154169641188711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Buongiorno dal Parco archeologico sommerso di Baia_ #Napoli. Lo straordinario valore di tali siti è dato sia dal notevole stato di conservazione dei reperti archeologici_ oltre che dal loro valore storico archeologico oggettivo. Mosaici_ tracce di affreschi_ sculture_ tracciati stradali e colonne_ sono sommersi a circa 5 metri sotto il livello del mare tra anemoni stelle marine e branchi di castagnole. Inoltre la presenza di ecosistemi sommersi di pregio come il fondale a precoralligeno e comunità di fanerogame marine (essenzialmente Posidonia oceanica e Cymodocea nodosa) fanno di tali luoghi ambienti di valore naturalistico rilevante_ riconosciuti come tali sia dalla legislazione nazionale italiana_ sia da quella Comunitaria Visitiamolo http://www.parcoarcheologicosommersodibaia.it/parco_text.php?id_lingua=it&id=STOR #Italiaviaggianellabellezza #MiBACTsocial #EarthDay;2016-04-22T08:08:56+0000;10154169641188711_10154173557283711;e8c94b81d60cc9d0a1421b778d49117208140684;0;Francesco http://www.parcoarcheologicosommersodibaia.it/parco_text.php?id_lingua=it&id=STOR;2016-04-23T21:52:11+0000;0
51_139;171645503710_10154169641188711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Buongiorno dal Parco archeologico sommerso di Baia_ #Napoli. Lo straordinario valore di tali siti è dato sia dal notevole stato di conservazione dei reperti archeologici_ oltre che dal loro valore storico archeologico oggettivo. Mosaici_ tracce di affreschi_ sculture_ tracciati stradali e colonne_ sono sommersi a circa 5 metri sotto il livello del mare tra anemoni stelle marine e branchi di castagnole. Inoltre la presenza di ecosistemi sommersi di pregio come il fondale a precoralligeno e comunità di fanerogame marine (essenzialmente Posidonia oceanica e Cymodocea nodosa) fanno di tali luoghi ambienti di valore naturalistico rilevante_ riconosciuti come tali sia dalla legislazione nazionale italiana_ sia da quella Comunitaria Visitiamolo http://www.parcoarcheologicosommersodibaia.it/parco_text.php?id_lingua=it&id=STOR #Italiaviaggianellabellezza #MiBACTsocial #EarthDay;2016-04-22T08:08:56+0000;10154169641188711_10154169902558711;4a301d997ec362a6c357330f6318cb4f551f8ddc;0;Sdruce America ?;2016-04-22T11:25:06+0000;0
51_140;171645503710_10154169641188711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Buongiorno dal Parco archeologico sommerso di Baia_ #Napoli. Lo straordinario valore di tali siti è dato sia dal notevole stato di conservazione dei reperti archeologici_ oltre che dal loro valore storico archeologico oggettivo. Mosaici_ tracce di affreschi_ sculture_ tracciati stradali e colonne_ sono sommersi a circa 5 metri sotto il livello del mare tra anemoni stelle marine e branchi di castagnole. Inoltre la presenza di ecosistemi sommersi di pregio come il fondale a precoralligeno e comunità di fanerogame marine (essenzialmente Posidonia oceanica e Cymodocea nodosa) fanno di tali luoghi ambienti di valore naturalistico rilevante_ riconosciuti come tali sia dalla legislazione nazionale italiana_ sia da quella Comunitaria Visitiamolo http://www.parcoarcheologicosommersodibaia.it/parco_text.php?id_lingua=it&id=STOR #Italiaviaggianellabellezza #MiBACTsocial #EarthDay;2016-04-22T08:08:56+0000;10154169641188711_10154170394928711;a3ff8be8a3e737aa5a5b80d6152bbfdf63ad4dec;0;Ivan Vitiello;2016-04-22T16:09:44+0000;1
52_1;171645503710_10154168932853711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;Buonanotte #Roma #NatalediRoma;2016-04-21T23:30:23+0000;10154168932853711_10154170270558711;fc5a8e6b83eee5ca095390887a83c4a8676694e3;0;Ella tan hermosa!!!;2016-04-22T15:13:36+0000;0
53_1;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168422068711;cb1d5759c67f0f68d0ca49d03c59d727044d3c1e;0;Meraviglioso;2016-04-21T18:52:59+0000;3
53_2;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168422643711;11e463258cab59d27a09e72dcc0ebff41f85433f;0;Sublime;2016-04-21T18:53:15+0000;3
53_3;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168437008711;1cb5d8ac8e96bed9e295e18e4ce6c41fde8526af;0;Tanti auguri alla nostra meravigliosa città...cerchiamo di trattarla bene!!! Grande Roma!!!;2016-04-21T19:01:58+0000;6
53_4;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154169790093711;b66ce04237e7c4b98b2f7a607557708f51b32bfd;0;...grande Roma, ancora non sono riusciti a distruggerti!;2016-04-22T09:51:28+0000;2
53_5;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168452798711;7f6b72903382a7fe92fed5b0f0af026eadd31a1a;0;Siamo solo ombre che vagano in un mondo che non riconosciamo più o nella loro leggera e impalpabile sostanza riflessa nell'acqua possiamo ritrovare le ragioni profonde della nostra anima e dei luoghi che sentiamo appartenere alla nostra vita ?;2016-04-21T19:12:02+0000;5
53_6;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168423413711;19681accab3c272143d477ed8ea3483829042f6e;0;Elena Accardicosì puoi gustarti Kentrige ! auguri Roma, ti amiamo;2016-04-21T18:53:44+0000;3
53_7;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168418593711;03b1b661a98056abd3a7ccf80bbfc6f58eca1de8;0;Buon Compleanno ROMA (2769 anni);2016-04-21T18:51:03+0000;4
53_8;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168429578711;7f982a5c6bbf7c53a790170025f4dfb8a034d4e5;0;Grande immensa la nostra Roma;2016-04-21T18:57:25+0000;4
53_9;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168434548711;59f4791e564654e82ca68e5baacf7171ab723909;0;Bellissimo:) auguri Roma;2016-04-21T19:00:32+0000;3
53_10;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168427078711;5cdf7ea9e53c35adbc3c26338829dfd6d1377f3f;0;Buon compleanno Roma;2016-04-21T18:55:42+0000;2
53_11;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168420718711;581d71f83879a15ad19cc6fd2a4e8e340a3a977f;0;Buon Compleanno mia bella Roma??;2016-04-21T18:52:15+0000;4
53_12;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168426563711;03b1b661a98056abd3a7ccf80bbfc6f58eca1de8;0;Auguri ROMA AMOR 753+2016= 2769 anni!!!;2016-04-21T18:55:30+0000;1
53_13;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168917158711;ccd7f315d6d441abce5a6949f38098f9cf27a4f9;0;Auguri mia amata Roma un abbraccio da stoccarda;2016-04-21T23:20:34+0000;1
53_14;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168424878711;c58d1c6da11c79d5a3b832edb4cf4571b297a8b1;0;Rappresenta la processione di ...?;2016-04-21T18:54:37+0000;0
53_15;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168499553711;6523b87a96a5f23943697a67f93781764b63d3c2;0;Auguri Roma sempre dentro er core mio;2016-04-21T19:39:07+0000;1
53_16;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168485313711;ebc8052354fd853effd3b49fe890076aa18a9b4b;0;Auguri Roma! Ti amo;2016-04-21T19:31:04+0000;2
53_17;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154169523713711;995233f6578235b64067206bdb4955fbcc334fee;0;Sono con te subito a Roma Mi piache tanto;2016-04-22T06:48:18+0000;0
53_18;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168436433711;56cafa7b8ce392be4147679a9d6e012dbfeaa79c;0;Auguri, Roma mia??;2016-04-21T19:01:38+0000;1
53_19;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168528703711;8c2f216d2e0b5fc25ab529473ad865bbbe3796cc;0;Meravigliosa ROMA;2016-04-21T19:56:13+0000;1
53_20;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168433683711;cb1d5759c67f0f68d0ca49d03c59d727044d3c1e;0;Sembra di essere lì grazie;2016-04-21T18:59:57+0000;3
53_21;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168436778711;3f5c24b0a1cab42aa7d853c35ed14418bfbbf6e6;0;William Kentridge grande artista africano!;2016-04-21T19:01:49+0000;2
53_22;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168435758711;89cd0fd30b585e50704acbd41cd8ddb7ce97223b;0;Grazie per la diretta, mi fate sentire più vicina a casa!;2016-04-21T19:01:13+0000;2
53_23;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168435358711;ff323453659d6b05cfe9c20f5305c8b5eb082e36;0;Aguri Rome;2016-04-21T19:01:00+0000;0
53_24;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168428158711;5ada073fbd60faf51eae8825751ef235b4be0b60;0;Spettacolare;2016-04-21T18:56:24+0000;1
53_25;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168452113711;f06ae772045339c804abd1915a14266473098290;0;E ruoppolo non lo sa;2016-04-21T19:11:37+0000;1
53_26;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168441758711;3eebdb42685b70bcefdba3bb087177ac17081f93;0;Che bello!;2016-04-21T19:05:25+0000;1
53_27;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168444008711;a2c0cd0c71a73e8cdd1a9622558e6854ccf61792;0;Ave Roma da Turris Libyssonis! Gens Collina;2016-04-21T19:06:34+0000;1
53_28;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154170332363711;f9d58434c9a74ea9bdcfbd6cd2ab20a006ee494d;0;È un opera stupefacente andate a vederla prima che si rovini.;2016-04-22T15:42:59+0000;0
53_29;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168418928711;c58d1c6da11c79d5a3b832edb4cf4571b297a8b1;0;Grazie!!!;2016-04-21T18:51:11+0000;0
53_30;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154170084083711;a721e2da636b4c056cf6d6f92ee76321e033cab7;1;Dopo me lo guardo bene sul Pc!!! Ho visto un pezzo, è bellissimo!!!;2016-04-22T13:22:52+0000;0
53_31;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154170084233711;a721e2da636b4c056cf6d6f92ee76321e033cab7;1;Marta-Stiky E Beina;2016-04-22T13:23:02+0000;0
53_32;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154169533328711;07499760b658c7bcdc595853793c3866fa9ab78f;0;"Fra merita tutto ;)";2016-04-22T06:58:11+0000;1
53_33;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168425203711;c0c609ead47f21af9cb29e01e217685270728fd2;0;Bellissimo buon compleanno Roma.;2016-04-21T18:54:47+0000;0
53_34;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154172974183711;b663ba588460b930a858bdea08bd151e43c6c67b;0;La città eterna!;2016-04-23T16:52:46+0000;0
53_35;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168450923711;4cdb69277cf37c394ced8c02c7fa48f044338b65;0;Deve essere meraviglioso, però sono a 40 km di distanza;2016-04-21T19:10:48+0000;0
53_36;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168458578711;7ca29aeb5c693349319c72eb9c606b5a00ce2ac8;0;Bellissimo!;2016-04-21T19:15:52+0000;1
53_37;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168433378711;63eddc2d8de657ce5f6322b6074d5d693d18d391;0;Roma è roma e basta;2016-04-21T18:59:40+0000;0
53_38;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168428358711;a4602668a38f1a64386ce8c48c1af0b3cbd46157;0;Auguri eterna Roma!;2016-04-21T18:56:27+0000;0
53_39;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168457753711;94f8fdae6c739111020ae219f18af9efbd616090;0;Interessante;2016-04-21T19:15:18+0000;1
53_40;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168423438711;bbc55c0f5701328ad7c9ff15358f8c3b427e4497;0;Bellissimo!!!;2016-04-21T18:53:44+0000;0
53_41;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168431898711;1f559838cc5bd262bd1500cc9627d1cffddae757;0;Roma sei unica! !!!!!;2016-04-21T18:58:54+0000;1
53_42;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168507328711;b07f2a613016b0151bb56b26266ecc7213eead53;0;Ab urbe condita ????;2016-04-21T19:44:15+0000;0
53_43;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168850528711;584d05953f5394429ef9d234f4b00e3ae56d901b;0;Auguri;2016-04-21T22:29:42+0000;0
53_44;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168428013711;e1c6c649099966e53cedb5200e321ef63fbf53e5;0;Auguri Roma;2016-04-21T18:56:17+0000;0
53_45;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168499893711;5d1820f82eb0d5b7293939410e1bc5e0872fdfcd;0;Quanta nostalgia, auguri Roma!;2016-04-21T19:39:22+0000;0
53_46;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168433223711;15c77ef8dfe91b02f1ea796b95c51bda17ce589e;0;Grande Roma;2016-04-21T18:59:33+0000;0
53_47;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168435523711;aa964bcf2bfd017906aa75a2f7e7d6bd7975bdd9;0;Auguri Roma!!!!;2016-04-21T19:01:05+0000;0
53_48;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168427568711;11e463258cab59d27a09e72dcc0ebff41f85433f;0;Roma <3;2016-04-21T18:56:00+0000;0
53_49;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168422243711;50aaac5ba2c93fd1f5d069cf1e5d1a81f7c0d380;0;Com'è suggestivo!...;2016-04-21T18:53:04+0000;1
53_50;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168800583711;18e8129f2e4c7098738e97ab0798d765434aea3f;0;Era carino no!? Emma B. Timperi;2016-04-21T21:54:56+0000;0
53_51;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168419223711;cb1d5759c67f0f68d0ca49d03c59d727044d3c1e;0;Che meraviglia...2769 anni;2016-04-21T18:51:22+0000;1
53_52;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168437623711;107ae6a037ba98b90c7a22840754af310697710e;0;Ah L'Urbe!;2016-04-21T19:02:32+0000;1
53_53;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168420768711;1ad1e6d3c92faaacdd638366cdd31805f6956dea;0;Bello! Grazie!;2016-04-21T18:52:15+0000;1
53_54;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168433023711;28f49dd4c69269ea0ddda111a24ae871fdb40e73;0;Roma è anche questo.....Gazie Roma!;2016-04-21T18:59:22+0000;1
53_55;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168473773711;cb4a6ef8db89ac7efb08bb50e949e04f84fdede7;0;Spettacolare ??;2016-04-21T19:22:59+0000;1
53_56;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168429993711;89fd0fa90d140d9be941fd8aa1131557d49dee6c;0;Auguri caput mundi;2016-04-21T18:57:40+0000;1
53_57;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168442723711;31eac147939ec3eae93ad383b183bac76f8610cc;0;Periodo universitario. bellissimi ricordi.;2016-04-21T19:05:54+0000;1
53_58;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168432963711;b8bc0c553197747fc7b2ba9c295bb609d138c236;0;Meraviglia...;2016-04-21T18:59:18+0000;1
53_59;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168420153711;f76568b9757c2ee2619da7b4eb8634c08ed4cafa;0;bello il gioco delle ombre;2016-04-21T18:51:54+0000;1
53_60;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168429728711;33ed09a9edf822166b867cc30531ec9c1a078583;0;Bravi bravi;2016-04-21T18:57:32+0000;1
53_61;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168422738711;6548e989c378da3d57c1750e688cf23b2070bd39;0;Bellissimo spettacolo??;2016-04-21T18:53:18+0000;0
53_62;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168420978711;946a4d49bc6ba33d42217a08b15ef15a1ca01dde;0;Che spettacolo!;2016-04-21T18:52:22+0000;1
53_63;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168435738711;11e463258cab59d27a09e72dcc0ebff41f85433f;0;Grazie MIBACT;2016-04-21T19:01:12+0000;1
53_64;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168424983711;005e78dfb318b24b952e6ed339364c4c9ca273bf;0;Stupendo.;2016-04-21T18:54:40+0000;1
53_65;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168640618711;44fa85911a1afc183d4204c4adfba595b9abcb7c;0;SPLENDIDA CITTÀ ETERNA ...;2016-04-21T20:29:34+0000;0
53_66;171645503710_10154168369918711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;#Tevereterno Roma per #NatalediRoma;2016-04-21T18:49:00+0000;10154168369918711_10154168420158711;5da1c48fa77d0751eddb2e0dcf756ccffdc6256f;0;??;2016-04-21T18:51:55+0000;1
