tipo;by;post_message;picture;link;link_domain;post_published;post_published_unix;post_published_sql;likes;likes_count_fb;comments_count_fb;comments_all;comments_base;comments_replies;shares;comment_likes;engagement;post_id;post_link
photo;post_page_171645503710;Inaugurato il Museo Archeologico Nazionale di Reggio Calabria - profilo istituzionale Da oggi alle ore 15 sarà possibile visitare il nuovo museo e anche domani per #domenicalmuseo;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13096032_10153788950124915_847522494273720991_n.jpg?oh=e6c52a571365a75085a73b10d9d4334a&oe=57D22894;https://www.facebook.com/matteorenziufficiale/photos/a.10151728379389915.1073741828.113335124914/10153788950124915/?type=3;facebook.com;2016-04-30T11:41:58+0000;1462016518;30/04/2016 13:41;654;660;55;54;50;4;0;69;777;171645503710_10154188109753711;https://www.facebook.com/MIBACT/posts/10154188109753711
photo;post_page_171645503710;Da domani 30 aprile il Museo Archeologico Nazionale di Reggio Calabria - profilo istituzionale apre tutti i suoi spazi.  #MArRC Foto di Giovanni Ricci - Novara  http://giovanniriccinovara.com;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13118828_10154186505023711_6186159202316003555_n.jpg?oh=163b5538418de16f0e73bb5b4fb3f138&oe=57D35C73;https://www.facebook.com/MIBACT/photos/a.10150657459338711.412067.171645503710/10154186505023711/?type=3;facebook.com;2016-04-29T17:37:59+0000;1461951479;29/04/2016 19:37;1874;1882;55;55;45;10;680;36;2645;171645503710_10154186505218711;https://www.facebook.com/MIBACT/posts/10154186505218711
photo;post_page_171645503710;Oggi #Internationaldanceday  Lo celebriamo con la danza delle Grazie di Botticelli.  #MiBACTsocial;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13119056_10154186168658711_3734107770674929785_n.jpg?oh=5a35025b29337db476f58f071f12a2c6&oe=57E2F211;https://www.facebook.com/MIBACT/photos/a.190659273710.126437.171645503710/10154186168658711/?type=3;facebook.com;2016-04-29T14:20:19+0000;1461939619;29/04/2016 16:20;1395;1405;20;18;13;5;317;9;1739;171645503710_10154186168658711;https://www.facebook.com/MIBACT/posts/10154186168658711:0
photo;post_page_171645503710;"#Buongiorno dal monumento nazionale dei Girolamini #Napoli.  La fondazione del complesso monumentale dei Girolamini avvenne tra la fine del Cinquecento e la prima metà del Seicento; deve il suo nome ai religiosi seguaci di San Filippo Neri che ebbero come iniziale luogo di riunione la chiesa di San Girolamo alla Carità a Roma.Il complesso_ ingrandito e arricchito di opere d’arte nel corso del Settecento_ divenne nel 1866 Monumento Nazionale con le leggi eversive del patrimonio ecclesiastico. I “Girolamini”_ che comprendono la chiesa monumentale_ la quadreria e la celeberrima biblioteca_ costituiscono una delle più importanti concentrazioni culturali della città di Napoli.  Visitiamolo per #domenicalmuseo http://www.polomusealenapoli.beniculturali.it/museo_gi/museo_gi.html #MiBACTsocial";https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13095892_10154185697818711_415498600219963652_n.jpg?oh=20363930ccdbe6462be1770fd7144922&oe=57A67C04;https://www.facebook.com/MIBACT/photos/a.10151777168173711.1073741871.171645503710/10154185697818711/?type=3;facebook.com;2016-04-29T08:50:25+0000;1461919825;29/04/2016 10:50;925;930;23;23;21;2;314;20;1282;171645503710_10154185699578711;https://www.facebook.com/MIBACT/posts/10154185699578711
photo;post_page_171645503710;Riaperto l_antiquarium di #Pompeii;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13092080_1528820894091790_2772733144942330561_n.jpg?oh=c0bd8cf4778f97b317639b1dbdf8a5e1&oe=57E2904D;https://www.facebook.com/pompeiisoprintendenza/photos/a.1528820890758457.1073741836.1472204356420111/1528820894091790/?type=3;facebook.com;2016-04-28T18:34:55+0000;1461868495;28/04/2016 20:34;1172;1176;13;13;10;3;1;6;1192;171645503710_10154184457958711;https://www.facebook.com/MIBACT/posts/10154184457958711
video;post_page_171645503710;Il video della mostra #EgittoPompeii  Pompeii - Soprintendenza Regione Campania;https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12594309_10153785331279915_400089636_n.jpg?oh=1fd5c3de0aafee202256e5f1ecf56b2a&oe=57D5B5E1;https://www.facebook.com/matteorenziufficiale/videos/10153785276884915/;facebook.com;2016-04-28T16:13:50+0000;1461860030;28/04/2016 18:13;39;39;2;2;2;0;0;0;41;171645503710_10154184200138711;https://www.facebook.com/MIBACT/posts/10154184200138711
photo;post_page_171645503710;#Buongiorno dalla abbazia di San Clemente a Casauria #Pescara  L_abbazia di San Clemente a Casauria va ritenuta un vero museo in situ vista la presenza dei manufatti artistici conservati come in uno scrigno nel suggestivo interno: l_ambone_ il candelabro_ l_urna_ l_altare richiamano infatti l_attenzione - e l_ammirazione – dei numerosi visitatori. Secondo la testimonianza del Chronicon Casauriense l’Abbazia di S. Clemente viene fondata nell’871_ come ex voto_ dall’imperatore Ludovico II_ scampato miracolosamente alla prigionia per intercessione di Papa Adriano II. E’ nota la volontà politica di Ludovico II_ imperatore d’Italia dall’855_ volta ad affermare l’egemonia franca nella parte meridionale della penisola_ dove era forte la presenza di Bizantini_ Longobardi e Saraceni. www.sanclementeacasauria.beniculturali.it #Italiaviaggianellabellezza #MiBACTsocial;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13076661_10154183535613711_974983915334033170_n.jpg?oh=1a2d630943a4ab6ecbbfa06db170cbdd&oe=57E27E3A;https://www.facebook.com/MIBACT/photos/a.10151777168173711.1073741871.171645503710/10154183535613711/?type=3;facebook.com;2016-04-28T08:08:06+0000;1461830886;28/04/2016 10:08;936;938;33;33;23;10;310;37;1316;171645503710_10154183541113711;https://www.facebook.com/MIBACT/posts/10154183541113711
event;post_page_171645503710;Domani alle sede MiBACT #Roma Fondazione di Venezia M9 Mestre;https://scontent.xx.fbcdn.net/v/t1.0-0/c46.0.130.130/p130x130/13006639_1298050976876236_4441031123088844137_n.jpg?oh=8f146819d94a87b25116f19f3c1ec73f&oe=57D86A53;https://www.facebook.com/events/1701490296798681/;facebook.com;2016-04-27T14:08:04+0000;1461766084;27/04/2016 16:08;120;121;0;0;0;0;0;0;120;171645503710_10154181902288711;https://www.facebook.com/MIBACT/posts/10154181902288711
photo;post_page_171645503710;Il #1maggio è domenica al Museo!  Scopri i musei aperti gratis su www.beniculturali.it/domenicalmuseo;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13051617_10154181422688711_9150887910665767074_n.jpg?oh=aee0b187217a0e8159a14febffa1ec4b&oe=57E2697F;https://www.facebook.com/MIBACT/photos/a.190659273710.126437.171645503710/10154181422688711/?type=3;facebook.com;2016-04-27T09:17:42+0000;1461748662;27/04/2016 11:17;689;695;16;15;11;4;676;13;1393;171645503710_10154181422688711;https://www.facebook.com/MIBACT/posts/10154181422688711:0
photo;post_page_171645503710;#Buongiorno dal Museo archeologico e parco archeologico della Sibaridite_ Cassano Jonio #Cosenza  La favolosa polis di Sibari è rimasta per lungo tempo solo un nome citato nelle fonti storiche antiche_ che parlano della sua ricchezza e potenza_ riportando aneddoti sui suoi abitanti.  Della città non si aveva una precisa collocazione geografica_ se non l_indicazione che l_antico centro si trovava in Magna Grecia tra i fiumi Kratis (l_odierno Crati) e Sybaris (l_odierno Coscile).  Solo nel 1932 il ritrovamento fortuito da parte di un contadino del rocchio di un_antica colonna_ nell_area che sarà poi chiamata Parco del Cavallo_ e la perspicacia di Umberto Zanotti Bianco_ hanno dato il via ai primi interventi archeologici che a più riprese hanno cominciato a portare in luce le antiche vestigia della grande polis.  Scopriamo di più su http://www.archeocalabria.beniculturali.it/archeovirtualtour/calabriaweb/sibari1.htm #Italiaviaggianellabellezza #MiBACTsocial;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13102758_10154181199463711_4223932263306625563_n.jpg?oh=cf6b00a2d7b6bf0cc8e4e349213c7339&oe=57D535C3;https://www.facebook.com/MIBACT/photos/a.10151777168173711.1073741871.171645503710/10154181199463711/?type=3;facebook.com;2016-04-27T07:34:40+0000;1461742480;27/04/2016 09:34;771;772;34;34;15;19;339;20;1164;171645503710_10154181212278711;https://www.facebook.com/MIBACT/posts/10154181212278711
photo;post_page_171645503710;#Buongiorno dal Castello di Torrechiara_ Langhirano #Parma Fu fatto costruire tra il 1448 e il 1460 da  Pier Maria Rossi_ conte di San Secondo_ grande condottiero al servizio dei Visconti_ perché_ da un lato_ controllasse lo sbocco del torrente Parma  nella pianura e rafforzasse quello scacchiere fortificato_ che garantiva gli accessi dalla Liguria e dalla Toscana_ in mano alla sua famiglia_ e_ dall_altro _ per farne la sua dimora con l_amata Bianca Pellegrini da Arluno. La rocca_ che mostra l_influenza dei castelli sforzeschi-viscontei_ nasce dunque non solo come strumento di difesa_ ma anche come dimora signorile_ fondendo strutture difensive e residenziali. Il castello di Torrechiara_ composto dal maniero e dall_antico borgo alto_ è costruito su una piattaforma murata posta al sommo di un colle terrazzato (a m.278 s.l.m.): i  lati orientale e  meridionale  della piattaforma sono stati costruiti artificialmente_ come rivelano i numerosi locali sotterranei ricavati all_interno dei bastioni delimitati dal primo giro di mura_ oggi visitabili_ dopo un attento lavoro di recupero_ conclusosi nel 2006 Scopriamolo su http://www.sbap-pr.beniculturali.it/index.php?it/130/castello-di-torrechiara-langhirano-pr #MiBACTsocial;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13083248_10154178109783711_3661732610035928454_n.jpg?oh=7d0aed99dbd100a75c969c980d0896f1&oe=57D1CDB7;https://www.facebook.com/MIBACT/photos/a.190659273710.126437.171645503710/10154178109783711/?type=3;facebook.com;2016-04-26T07:30:00+0000;1461655800;26/04/2016 09:30;1073;1075;30;30;27;3;415;27;1545;171645503710_10154178118523711;https://www.facebook.com/MIBACT/posts/10154178118523711
photo;post_page_171645503710;Buon #25aprile2016   _Forse non farò cose importanti_ ma la storia è fatta di piccoli gesti anonimi_ forse domani morirò_ magari prima di quel tedesco_ ma tutte le cose che farò prima di morire e la mia morte stessa saranno pezzetti di storia_ e tutti i pensieri che sto facendo adesso influiscono sulla mia storia di domani_ sulla storia di domani del genere umano._ (Italo Calvino_ Il sentiero dei nidi di ragno_ 1947);https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13087403_10154176870298711_3854120900235047836_n.jpg?oh=e19407880ee1821b5c88b555fcdc595b&oe=579D5225;https://www.facebook.com/MIBACT/photos/a.190659273710.126437.171645503710/10154176870298711/?type=3;facebook.com;2016-04-25T08:34:10+0000;1461573250;25/04/2016 10:34;912;916;11;11;11;0;362;7;1292;171645503710_10154176870298711;https://www.facebook.com/MIBACT/posts/10154176870298711:0
link;post_page_171645503710;25 aprile: Musei aperti in tutta Italia.  Elenco completo su http://goo.gl/p4SJEX  #MiBACTsocial Italia.it;https://scontent.xx.fbcdn.net/v/t1.0-1/p200x200/10603525_10152591620768711_875606686167131481_n.jpg?oh=3e8c3b6ea97e9197c620d44a6bfc8cbb&oe=57DA0D8C;http://www.beniculturali.it/mibac/export/MiBAC/sito-MiBAC/Contenuti/MibacUnif/Comunicati/visualizza_asset.html_1771623087.html;beniculturali.it;2016-04-23T16:43:05+0000;1461429785;23/04/2016 18:43;444;448;22;21;9;12;220;1;686;171645503710_10154172951753711;https://www.facebook.com/MIBACT/posts/10154172951753711
photo;post_page_171645503710;Oggi giornata mondiale del libro. Riscopri il patrimonio delle biblioteche statali su http://www.librari.beniculturali.it/opencms/opencms/it/biblpubbliche/biblioteche/ #WorldbookDay Direzione Generale Biblioteche e Istituti Culturali;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13062014_10154171985318711_5688889613388564293_n.jpg?oh=8762bdd65942ea7a66073eeddbdc10e9&oe=57D8A933;https://www.facebook.com/MIBACT/photos/a.10151777168173711.1073741871.171645503710/10154171985318711/?type=3;facebook.com;2016-04-23T07:49:20+0000;1461397760;23/04/2016 09:49;1141;1155;9;8;8;0;718;6;1873;171645503710_10154171987003711;https://www.facebook.com/MIBACT/posts/10154171987003711
video;post_page_171645503710;Il 30 aprile inaugura tutti i suoi spazi il Museo Archeologico Nazionale di Reggio Calabria - profilo istituzionale. Da non perdere! #MiBACTsocial;https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12672471_10154170432903711_603859979_n.jpg?oh=d7c262f6c9dc3b29c6e248670e1bd65d&oe=57E21810;https://www.facebook.com/MIBACT/videos/10154170427558711/;facebook.com;2016-04-22T16:29:40+0000;1461342580;22/04/2016 18:29;498;500;7;7;6;1;407;2;914;171645503710_10154170427558711;https://www.facebook.com/MIBACT/videos/10154170427558711/
photo;post_page_171645503710;Giovedì 28 aprile alle ore 17 presso la sede centrale del MiBACT (Roma) sarà presentato l’Atlante degli archivi fotografici e audiovisivi digitalizzati.  Programma su http://www.beniculturali.it/mibac/export/MiBAC/sito-MiBAC/Contenuti/MibacUnif/Eventi/visualizza_asset.html_1371604326.html A cura di Fondazione di Venezia M9 Mestre Marsilio Editori;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13007358_10154170018148711_4192232086327518639_n.jpg?oh=761f885957c05d4b7a083b7ec7844e06&oe=57D6156D;https://www.facebook.com/MIBACT/photos/a.190659273710.126437.171645503710/10154170018148711/?type=3;facebook.com;2016-04-22T12:33:29+0000;1461328409;22/04/2016 14:33;257;260;11;11;5;6;76;1;345;171645503710_10154170018148711;https://www.facebook.com/MIBACT/posts/10154170018148711:0
photo;post_page_171645503710;Il 25 aprile a Paestum riapre eccezionalmente il tempio cosiddetto di Nettuno.  Entra nella casa degli dei! #MiBACTsocial;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13087856_10154169952058711_8863340004862902128_n.jpg?oh=b2b87097880b53bf92d904245d130ac6&oe=57E1660F;https://www.facebook.com/MIBACT/photos/a.190659273710.126437.171645503710/10154169952058711/?type=3;facebook.com;2016-04-22T12:07:57+0000;1461326877;22/04/2016 14:07;989;995;20;20;15;5;239;11;1259;171645503710_10154169952058711;https://www.facebook.com/MIBACT/posts/10154169952058711:0
video;post_page_171645503710;Il Museo Egizio di Torino festeggia il suo milionesimo visitatore a poco più di un anno dalla riapertura ...e lo fa con un flash mob. Guardate il video!  #MiBACTsocial;https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12474630_10156801273640103_1177414816_n.jpg?oh=ba1bc9818bf0caa60f4b7ec4d2c7d2b0&oe=57D145BA;https://www.facebook.com/museoegizio/videos/10156801260265103/;facebook.com;2016-04-22T11:35:49+0000;1461324949;22/04/2016 13:35;543;544;16;16;11;5;0;8;567;171645503710_10154169914813711;https://www.facebook.com/MIBACT/posts/10154169914813711
photo;post_page_171645503710;Da oggi e fino all_otto maggio invadete il patrimonio culturale italiano partecipando a Invasioni Digitali  Tutti gli appuntamenti su www.invasionidigitali.it  #MiBACTsocial #InvasioniDigitali;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13077086_10154169837528711_8513669590793186082_n.jpg?oh=701c26ef7eabef80c581115ddbff625f&oe=579B087B;https://www.facebook.com/MIBACT/photos/a.190659273710.126437.171645503710/10154169837528711/?type=3;facebook.com;2016-04-22T10:32:58+0000;1461321178;22/04/2016 12:32;253;254;10;10;10;0;165;18;446;171645503710_10154169837528711;https://www.facebook.com/MIBACT/posts/10154169837528711:0
photo;post_page_171645503710;#Buongiorno dal Parco archeologico sommerso di Baia_ #Napoli. Lo straordinario valore di tali siti è dato sia dal notevole stato di conservazione dei reperti archeologici_ oltre che dal loro valore storico archeologico oggettivo. Mosaici_ tracce di affreschi_ sculture_ tracciati stradali e colonne_ sono sommersi a circa 5 metri sotto il livello del mare tra anemoni stelle marine e branchi di castagnole. Inoltre la presenza di ecosistemi sommersi di pregio come il fondale a precoralligeno e comunità di fanerogame marine (essenzialmente Posidonia oceanica e Cymodocea nodosa) fanno di tali luoghi ambienti di valore naturalistico rilevante_ riconosciuti come tali sia dalla legislazione nazionale italiana_ sia da quella Comunitaria Visitiamolo http://www.parcoarcheologicosommersodibaia.it/parco_text.php?id_lingua=it&id=STOR #Italiaviaggianellabellezza #MiBACTsocial #EarthDay;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13015644_10154169634803711_9063508572945178578_n.jpg?oh=98687626ac7f70d2c6532b9daa2d3050&oe=57E5409E;https://www.facebook.com/MIBACT/photos/a.10151777168173711.1073741871.171645503710/10154169634803711/?type=3;facebook.com;2016-04-22T08:08:56+0000;1461312536;22/04/2016 10:08;2980;2997;141;140;90;50;1456;105;4681;171645503710_10154169641188711;https://www.facebook.com/MIBACT/posts/10154169641188711
video;post_page_171645503710;Buonanotte #Roma #NatalediRoma;https://external.xx.fbcdn.net/safe_image.php?d=AQA9GIWFyYkCuy9R&w=130&h=130&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2FiGmjp8Hlvp8%2Fhqdefault.jpg&cfs=1;http://youtu.be/iGmjp8Hlvp8;youtu.be;2016-04-21T23:30:23+0000;1461281423;22/04/2016 01:30;128;128;1;1;1;0;36;0;165;171645503710_10154168932853711;https://www.facebook.com/MIBACT/posts/10154168932853711
video;post_page_171645503710;#Tevereterno Roma per #NatalediRoma;https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/12526074_10154168482863711_145438534_n.jpg?oh=717ebc87366946220cd6ff04b188b10f&oe=57E113DD;https://www.facebook.com/MIBACT/videos/10154168369918711/;facebook.com;2016-04-21T18:49:00+0000;1461264540;21/04/2016 20:49;981;983;155;155;147;8;371;86;1593;171645503710_10154168369918711;https://www.facebook.com/MIBACT/videos/10154168369918711/
video;post_page_171645503710;#Tevereterno Roma #NatalediRoma;https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/12104244_10154168368963711_599420094_n.jpg?oh=06298e5f7fb61a613185478683259e2b&oe=57DAF16D;https://www.facebook.com/MIBACT/videos/10154168362288711/;facebook.com;2016-04-21T18:30:05+0000;1461263405;21/04/2016 20:30;81;81;3;3;3;0;16;0;100;171645503710_10154168362288711;https://www.facebook.com/MIBACT/videos/10154168362288711/
photo;post_page_171645503710;Alle 20.30 in diretta qui su Facebook lo spettacolo per TEVERETERNO.  #NatalediRoma #MiBACTsocial;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13043277_10154168188488711_2457659041225189095_n.jpg?oh=5a04d159645dcfded0efd72e215f5faf&oe=57D294FE;https://www.facebook.com/MIBACT/photos/a.190659273710.126437.171645503710/10154168188488711/?type=3;facebook.com;2016-04-21T17:02:01+0000;1461258121;21/04/2016 19:02;211;213;4;4;3;1;23;1;239;171645503710_10154168188488711;https://www.facebook.com/MIBACT/posts/10154168188488711:0
photo;post_page_171645503710;Roma è anche la città di grandi artisti come #Caravaggio.  Tra le molte città (Napoli_ Malta_ Siracusa_ Messina e Palermo)_ dove ha sviluppato la sua attività artistica_ #Roma è la grande privilegiata_ anche se gran parte dei lavori qui realizzati sono ora sparsi in tutto il mondo Scopri le opere di Caravaggio a Roma con l_itinerario di Italia.it su http://www.italia.it/it/idee-di-viaggio/arte-e-storia/alla-scoperta-di-roma-caravaggio/itinerario-le-opere-di-caravaggio-a-roma.html  #NatalediRoma #MiBACTsocial;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13062001_10154167937103711_6103585480052189120_n.jpg?oh=4805ade554af4eb6e503f4f9668dbe83&oe=57D25675;https://www.facebook.com/MIBACT/photos/a.190659273710.126437.171645503710/10154167937103711/?type=3;facebook.com;2016-04-21T15:11:06+0000;1461251466;21/04/2016 17:11;1036;1041;10;10;8;2;338;13;1397;171645503710_10154167953638711;https://www.facebook.com/MIBACT/posts/10154167953638711
photo;post_page_171645503710;#NatalediRoma L_acqua_ necessaria alla vita e garanzia d_igiene_ era l_elemento centrale della socialità dell_antica Roma che si incontrava alla terme.  Le Terme di Diocleziano sono il più grandioso complesso termale mai costruito nel mondo romano. Estese tra il Viminale e il Quirinale su una superficie di oltre 13 ettari_ furono edificate tra il 298 e il 306 d.C. e furono trasformate a partire dal 1562 da Michelangelo che vi realizzò la Basilica di S. Maria degli Angeli e dei Martiri Cristiani. Le terme di Diocleziano hanno vinto il premio di Europa Nostra_ assegnato dalla European Commission_ per il restauro del complesso.  Scopriamole su http://archeoroma.beniculturali.it/musei/museo-nazionale-romano-terme-diocleziano #MiBACTsocial;https://scontent.xx.fbcdn.net/v/t1.0-0/q82/s130x130/13062364_10154167689813711_4392731584390472211_n.jpg?oh=46457bf9da748fd791f041817857eabe&oe=57DD6CB7;https://www.facebook.com/MIBACT/photos/a.190659273710.126437.171645503710/10154167689813711/?type=3;facebook.com;2016-04-21T13:04:42+0000;1461243882;21/04/2016 15:04;550;551;5;5;4;1;146;5;706;171645503710_10154167691128711;https://www.facebook.com/MIBACT/posts/10154167691128711
photo;post_page_171645503710;#NatalediRoma Singolare e duraturo nel tempo è il rapporto dei romani con l_acqua. Un rapporto che si palesa proprio nella maestosità delle fontane capitoline.  Per i Romani l’acqua era un dono degli dei e ogni fonte aveva un nume tutelare_ le ninfe. Un_importanza fissata da molte leggende come quella per cui la ninfa Egeria fu amante e moglie di uno dei sette re di roma_ Numa Pompilio. Scopriamo l_itinerario su http://www.italia.it/it/idee-di-viaggio/arte-e-storia/le-fontane-di-roma.html Italia.it #MiBACTsocial;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13043237_10154167405783711_5436373385428439605_n.jpg?oh=3c38e4c1742ffcb6f6595a3fe9d32e90&oe=57D1976D;https://www.facebook.com/MIBACT/photos/a.10151777168173711.1073741871.171645503710/10154167405783711/?type=3;facebook.com;2016-04-21T10:04:38+0000;1461233078;21/04/2016 12:04;912;917;10;10;10;0;296;10;1228;171645503710_10154167408263711;https://www.facebook.com/MIBACT/posts/10154167408263711
photo;post_page_171645503710;#Buongiorno dal Foro Romano e Palatino_ #Roma.  2769 anni fa veniva fondata ROMA #NatalediRoma La valle del Foro tra i sette colli di Roma era anticamente una palude. Dalla fine del VII secolo a.C. dopo la bonifica della palude nella valle fu realizzato il Foro Romano che fu il centro della vita pubblica romana per oltre un millennio. Nel corso dei secoli furono costruiti i vari monumenti: dapprima gli edifici per le attività politiche_ religiose e commerciali_ poi durante il II sec. a.C. le basiliche civili_ dove si svolgevano le attività giudiziarie. Alla fine dell’età repubblicana_ l’antico Foro Romano era ormai insufficiente e inadeguato a svolgere la funzione di centro amministrativo e di rappresentanza della città. Le varie dinastie di imperatori aggiunsero solo monumenti di prestigio: il Tempio di Vespasiano e Tito e quello di Antonino Pio e Faustina dedicati alla memoria degli imperatori divinizzati_ il monumentale Arco di Settimio Severo_ costruito all’estremità occidentale della piazza nel 203 d.C. per celebrare le vittorie dell’imperatore sui Parti. Scopriamo di più su http://archeoroma.beniculturali.it/siti-archeologici/foro-romano-palatino #MiBACTsocial;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13001198_10154166473153711_8337310345977650965_n.jpg?oh=c6e84a6cc5f26ac2c54d32365843021a&oe=57DF73DB;https://www.facebook.com/MIBACT/photos/a.190659273710.126437.171645503710/10154166473153711/?type=3;facebook.com;2016-04-21T07:05:14+0000;1461222314;21/04/2016 09:05;1577;1589;23;23;17;6;806;14;2420;171645503710_10154166481518711;https://www.facebook.com/MIBACT/posts/10154166481518711
photo;post_page_171645503710;MiBACT shared Opificio delle Pietre Dure (Comunità)_s photo.;https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/13015252_1175215372512157_5934730353356604615_n.jpg?oh=e8e328b27516e4875d9ab476d84a11be&oe=57D8A76F;https://www.facebook.com/OpificioPietreDure/photos/a.201784156521955.49952.164744630225908/1175215372512157/?type=3;facebook.com;2016-04-20T21:43:42+0000;1461188622;20/04/2016 23:43;146;147;2;2;1;1;0;0;148;171645503710_10154166357773711;https://www.facebook.com/MIBACT/posts/10154166357773711
photo;post_page_171645503710;Madonna con Bambino e Due Angeli di Filippo Lippi_ Gallerie degli Uffizi_ #Firenze.  Quest’opera_ dipinta intorno al 1465 circa_ è tra le più conosciute ed ammirate della sua produzione artistica. La Madonna è raffigurata di profilo_ in preghiera_ di fronte al Bambino sorretto da due angeli. Alle loro spalle un vasto paesaggio ispirato alla pittura fiamminga. Maria presenta un’acconciatura estremamente raffinata_ impreziosita da perle e veli.  Filippo Lippi_ monaco carmelitano non proprio ligio agli obblighi della vita religiosa_ si innamorò perdutamente della monaca Lucrezia Buti. Anche lei si innamorò dell’uomo e_ dopo anni di passione_ entrambi rinunciarono ai loro voti. Dalla loro unione nacque una figlia femmina ed un maschio_ Filippino_ destinato a diventare un celebre pittore come suo padre. #momentobellezza #MiBACTsocial;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13000137_10154165547573711_4406906011098545413_n.jpg?oh=1309a4f45aa944e29639efe4c05e142c&oe=57E02FF9;https://www.facebook.com/MIBACT/photos/a.190659273710.126437.171645503710/10154165547573711/?type=3;facebook.com;2016-04-20T15:33:07+0000;1461166387;20/04/2016 17:33;860;866;16;14;10;4;220;1;1095;171645503710_10154165547573711;https://www.facebook.com/MIBACT/posts/10154165547573711:0
photo;post_page_171645503710;MiBACT shared GNAM Galleria nazionale d_arte moderna (pagina ufficiale)_s photo.;https://scontent.xx.fbcdn.net/v/t1.0-0/q89/s130x130/13043567_1065932883445833_8419984611627153060_n.jpg?oh=b1fd87384eb7872a0f2ad93877e556ba&oe=57E37991;https://www.facebook.com/154100697962394/photos/a.154566111249186.25585.154100697962394/1065932883445833/?type=3;facebook.com;2016-04-20T14:30:45+0000;1461162645;20/04/2016 16:30;80;80;0;0;0;0;0;0;80;171645503710_10154165433563711;https://www.facebook.com/MIBACT/posts/10154165433563711
video;post_page_171645503710;Siete pronti? il 30 aprile inaugura il Museo Archeologico Nazionale di Reggio Calabria - profilo istituzionale #MArRC Reggio Calabria;https://external.xx.fbcdn.net/safe_image.php?d=AQCLg8-SMwVoWovq&w=130&h=130&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2Fh9MNAkeRiQ8%2Fhqdefault.jpg&cfs=1;https://youtu.be/h9MNAkeRiQ8;youtu.be;2016-04-20T10:44:50+0000;1461149090;20/04/2016 12:44;154;154;2;2;2;0;48;1;205;171645503710_10154165054688711;https://www.facebook.com/MIBACT/posts/10154165054688711
photo;post_page_171645503710;#Buongiorno dal parco archeologico di Egnazia #Brindisi.  Il Parco archeologico di Egnazia_ inserito in un piacevole contesto naturalistico-ambientale_ è uno dei più interessanti di Puglia. La città_ nota nel mondo antico e citata da autori greci e latini_ per la sua posizione geografica privilegiata_ fu uno scalo commerciale strategico nel collegamento tra Occidente e Oriente Visitiamola su http://www.archeopuglia.beniculturali.it/index.php?it/105/luoghi-della-cultura/11/museo-nazionale-e-parco-archeologico-di-egnazia-giuseppe-andreassi #Italiaviaggianellabellezza #MiBACTsocial Museo Nazionale e Parco Archeologico di Egnazia;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13062542_10154164860158711_794266414947814209_n.jpg?oh=87320bab0103b55e93eb056e290ce046&oe=57A49C38;https://www.facebook.com/MIBACT/photos/a.10151777168173711.1073741871.171645503710/10154164860158711/?type=3;facebook.com;2016-04-20T08:22:22+0000;1461140542;20/04/2016 10:22;709;715;16;16;13;3;214;3;942;171645503710_10154164863513711;https://www.facebook.com/MIBACT/posts/10154164863513711
video;post_page_171645503710;Il dietro le quinte della mostra #EgittoPompei aperta da domani a #Pompeii.  Pompeii - Soprintendenza ALES Arte Lavoro e Servizi #MiBACTsocial;https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12419595_1525994854374394_1630385986_n.jpg?oh=b14e59062e68b121b048fc28b19e2736&oe=57E15141;https://www.facebook.com/pompeiisoprintendenza/videos/1525992811041265/;facebook.com;2016-04-19T14:06:21+0000;1461074781;19/04/2016 16:06;342;344;7;7;6;1;0;3;352;171645503710_10154162705318711;https://www.facebook.com/MIBACT/posts/10154162705318711
